Alemão,Português
illusion,ilusão
plaudern,bater papo
schneidet,cortes
welle,aceno
samuel,Samuel
haft,prisão
seltsamen,estranho
spannung,tensão
knallt,franja
zurückzukehren,para retornar
bestimmung,determinação
tresor,seguro
amber,âmbar
verfluchten,amaldiçoado
fischer,pescador
verluste,perdas
lehre,ensinar
jenna,Jenna
revolver,revólver
schrott,ferro velho
verbringt,gastar
state,estado
wähle,escolher
films,filme
vorhang,cortina
mitspielen,colabore
erregt,excitado
arbeiteten,trabalhar
aufgelöst,resolvido
überlass,vazar
trag,vestindo
überein,concordar
unterrichtet,informado
ungewöhnliches,incomum
eve,Véspera
lagerhaus,armazém
raub,roubo
visionen,visões
firmen,empresas
liv,Liv
verhandlungen,negociações
fickt,Foda
verdorben,estragado
produktion,Produção
füreinander,para cada um
krankheiten,Doenças
reggie,Reggie
jeanne,Jeanne
schräg,aslant
belle,latido
bluten,flores
meinten,significou
beamten,funcionário público
h.,H.
bereden,falar sobre
claudia,Claudia
einmischen,interferir
ärsche,bunda
futter,alimentar
verknallt,Crush
muschi,bichano
beschuldigen,acusar
aktien,ações
harrison,Harrison
scheißer,merda
sexuell,sexualmente
kinderspiel,brincadeira de criança
torres,Torres
magische,mágico
dummheit,estupidez
gezahlt,pago
bewegungen,movimentos
karre,carrinho
abziehen,tire -o
bedarf,requerimento
üblichen,usual
umgelegt,alojado
inhalt,conteúdo
dankbarkeit,gratidão
peng,Peng
herkommt,vem de onde
geehrt,honrado
träumte,sonhou
make-up,inventar
verhört,interrogado
messe,Feira Industrial
anwesen,Estado
deutscher,Alemão
saubere,limpar
gebete,oração
pommes,batatas fritas
toni,Toni
lande,terra
ruht,repousa
anerkennung,reconhecimento
wunderbaren,maravilhoso
galaxie,galáxia
vermutung,suposição
inklusive,incluído
überwachung,monitoramento
unabhängig,independente
brien,Brien
fernhalten,mantenha-se afastado
statue,estátua
bestätigung,confirmação
dawn,alvorecer
finale,final
verzweiflung,Desespero
gewährt,garantido
deprimiert,depressivo
erteilen,Dar
colin,Colin
rahmen,quadro
durchgedreht,louco
erteilt,garantido
fotze,boceta
fehlte,estava faltando
verlorene,perdido
kanonen,canhões
kansas,Kansas
klub,clube
britischen,Britânico
aufzubauen,acumular
jubeln,para alegrar
ausgelöscht,extinto
marianne,Marianne
stu,Stu
servieren,servir
weltweit,mundialmente
fotografieren,tirando fotos
niederlage,derrota
zehen,dedos do pé
schwächen,fraquezas
sternen,estrela
sheila,Sheila
bemühen,faça um esforço
logik,lógica
stillen,amamentar
bellows,Fole
todesursache,causa da morte
beschaffen,adquirir
abgezogen,puxado
klassische,clássico
außergewöhnlich,incomum
gruppen,grupos
schwarzes,preto
durchhalten,manter-se
lm,LM
weitergeht,continuou
kooperieren,colaborar
mächtigen,poderoso
greif,Segurando
mehreren,diversos
verschwindest,desaparecer
forderungen,requisitos
anfall,convulsão
klare,claro
teresa,Teresa
wunderschönen,lindo
bestehe,existir
verkaufte,vendido
aufeinander,um do outro
garcia,Garcia
hässliche,feio
großem,grande
mitbekommen,pegar
gate,portão
saul,Saul
ingenieur,engenheiro
campbell,Campbell
andenken,lembrança
eintreten,digitar
kämpfte,disputado
zustimmung,aprovação
besagt,disse
roter,vermelho
flamme,chama
aufzuhören,parar
dokument,documento
bishop,Bispo
schuhen,sapato
timmy,Timmy
simone,Simone
federn,penas
paps,pai
auswendig,Pela rota
bundy,Bundy
spezielle,específico
experimente,experimentos
szenen,cenas
gezählt,contado
pfannkuchen,panquecas
hase,lebre
highway,autoestrada
aufenthalt,ficar
bennett,Bennett
devon,Devon
polly,Polly
verstecke,esconde-esconde
summen,zumbido
blutung,sangramento
more,mais
heidi,Heidi
hilflos,desamparado
staatsanwaltschaft,Promotor público
ehrlichkeit,honestidade
messen,medir
mächtige,poderoso
stur,teimoso
ringe,argolas
weiterleben,viver em
aufspüren,rastrear
keks,bolacha
rückgängig,desfeito
fünfte,quinto
netflix,Netflix
mieten,alugar
speziell,especial
neugier,curiosidade
nägel,unha
ausgefallen,chique
glen,Glen
yes,sim
verstorbenen,morto
verkleidet,disfarçado
entdeckung,descoberta
rauche,fumaça
betteln,implorar
blond,loiro
cam,Cam
gilbert,Gilbert
burt,explodido
weggegangen,perdido
nutze,usar
gütiger,tipo
abgebrochen,cancelado
herkunft,origem
annahme,suposição
wirfst,lançar
gestank,fedor
hintertür,porta dos fundos
truthahn,Peru
gefüllt,preenchido
bereithalten,manter
vorhat,plano
eleanor,Eleanor
touristen,turistas
fordere,demanda
tagsüber,durante o dia
feucht,úmido
jeans,Jeans
befragung,enquete
abgelaufen,expirado
picard,Picard
fu,fu
wunderbarer,maravilhoso
depp,babaca
hüte,chapéus
israel,Israel
ausschau,batida
kreischt,gritando
bellen,latido
manipulieren,manipular
studie,estudar
heinrich,Heinrich
knurren,rosnar
busch,arbusto
abwesenheit,ausência
reitet,montaram
komplizierter,mais complicado
traut,Ouse
bestellung,uma ordem
tatsachen,fatos
heiligkeit,santidade
back,voltar
jahrhunderts,século
verglichen,comparado
sehnsucht,anseio
überredet,persuadido
demokratie,democracia
ranger,guarda-florestal
empfehle,recomendação
schalt,engrenagem
gevögelt,Fodido
young,Jovem
ra,ra
silver,prata
kräften,poderes
rauszukommen,sair
schäden,dano
aggressiv,agressivo
ausleihen,emprestar
bella,Bella
schlucken,engolir
wesentlich,significativo
ca.,Aproximadamente.
satan,Satanás
erben,herdar
police,política
horn,buzina
lebende,vivendo
schmutzige,sujo
eiskalt,congelando
sirene,sirene
birthday,Aniversário
ritual,ritual
ira,IRA
pflanze,plantar
stürzt,correr
reynolds,Reynolds
investiert,investido
bernie,Bernie
marilyn,Marilyn
formen,formar
freundchen,amigo
politischen,político
freigelassen,lançado
lionel,Lionel
rausgeworfen,expulso
verprügeln,espancaram
bescheiden,modesto
garderobe,guarda-roupa
streifen,faixa
rausgekommen,sair
jodi,Jodi
voneinander,de um para o outro
wirt,hospedar
kasten,Crate
zeichnen,empate
backen,assar
scheitern,falhar
francs,francos
jon,Jon
salon,salão
medikament,medicamento
demnächst,breve
geboten,oferecido
spike,espinho
auslösen,acionar
pferden,cavalos
lebensmittel,mantimentos
ruhiger,calma
durchsuchungsbefehl,Comando de pesquisa
allmählich,gradualmente
benommen,Dazed
adieu,Adeus
fragten,perguntado
vortrag,palestra
amerikas,América
sherry,xerez
och,boi
oui,Oui
erpressen,chantagem
flittchen,Hussy
zähnen,dentes
u-boot,submarino
daniels,Daniels
endete,terminou
ängstlich,medo
she,brilhar
as,COMO
durchbruch,avanço
dorothy,Dorothy
wiederhaben,tem de novo
schrecklicher,mais terrível
model,modelo
besitze,ter
sorg,preocupar
sophia,Sofia
sullivan,Sullivan
chor,Coro
zuschlagen,batida
schere,tesoura
kampagne,campanha
jax,Jax
verrücktes,louco
gestartet,lançado
reinigen,limpar
stoppt,parou
lucky,sortudo
quälen,tortura
berufung,vocação
luis,Luis
knöchel,tornozelo
zeitplan,Horário
zerbrochen,quebrado
verfluchter,xingamento
weichei,wimp
jegliche,qualquer
versuchung,tentação
shelby,Shelby
beitrag,contribuição
picknick,piquenique
argument,argumento
reiner,puro
flüstern,sussurar
dummheiten,Estupidez
meile,milha
hamburger,Hamburger
kontaktiert,contatado
spione,espiões
fähnrich,bandeira
erinnerte,recordado
türklingel,sino da porta
henri,Henri
dynamit,dinamite
organe,órgãos
fell,pelagem
sonnenschein,luz do sol
archie,Archie
lache,rir
elisabeth,Elisabeth
aufgelegt,desligar
bräutigam,noivo
chinesische,chinês
monats,mês
shakespeare,Shakespeare
verrät,revelar
drunter,debaixo de
schottland,Escócia
drohung,ameaça
wa,Wa
wende,vez
gefoltert,torturado
erwachsener,adulto
einzigartig,exclusivo
briten,Britânico
profis,profissionais
mon,seg
übertreiben,exagerar
ressourcen,recursos
bischof,bispo
nationale,nacional
ausstehen,ficar
geschwister,irmãos
mountain,montanha
zurücktreten,demitir-se
avery,Avery
roberts,Roberts
axt,Machado
hugh,Hugh
händler,distribuidor
ägypten,Egito
überdenken,repensar
ludwig,Ludwig
fiona,Fiona
warme,cordialidade
joel,Joel
konzentrier,concentração
del,del
dampf,vapor
missbraucht,abusado
loyal,leal
wurzeln,raiz
aufhängen,pendurado
wurm,minhoca
kathy,Kathy
kerze,vela
bereue,arrependimento
loslegen,começando
o.k.,OK.
fingen,capturado
besatzung,equipe
dog,cachorro
klüger,mais esperto
zugestoßen,mergulhado
befürchten,temer
folgende,a seguir
schmerzhaft,doloroso
jody,Jody
beschrieben,descrito
zittern,tremer
standpunkt,posição
visier,viseira
rang,classificação
phoenix,Fénix
wesley,Wesley
herausfindet,descobrir
schaute,olhou para
theoretisch,teoricamente
if,SE
chan,Chan
beutel,bolsa
drängen,empurrar
schlimmen,magro
klient,cliente
hängst,transporte
veranda,varanda
pam,Pam
jüngste,o mais novo
strahlung,radiação
betrügt,enganado
unendlich,infinito
gedichte,poemas
sven,Sven
irene,Irene
gereist,viajei
schiss,merda
benimmst,comportar-se
schwangerschaft,gravidez
subcentral,subcentral
kopien,cópias
infrage,em questão
zweifeln,dúvida
nonne,freira
müsse,deve
juliette,Julieta
richtet,direcionado
lecken,lamber
feuerwerk,Fogos de artifício
neueste,mais recente
geistes,espírito
verletzten,ferido
abwechslung,variedade
ausgeführt,executado
kleingeld,mudar
evans,Evans
gelegentlich,ocasionalmente
denise,Denise
braten,carne assada
angelegt,criada
artie,Artia
corporal,corporal
entsteht,é criado
rogers,Rogers
herzschlag,Batimento cardiaco
glücklicherweise,Felizmente
heilung,cura
cäsar,César
angeklagten,réu
profit,lucro
brüllen,rugido
verschieden,diferente
münzen,moeda
hinterlässt,folhas
königlichen,real
stadtrat,Câmara Municipal
pressekonferenz,conferência de imprensa
nich,não -
geschaut,visto
zugegeben,É certo
end,fim
komisches,ímpar
regie,direção
merk,conceder
boote,barco
verbrennt,queimado
allergisch,alérgico
schweizer,suíço
verdächtiger,suspeito
gasse,beco
tussi,frango
befürchtet,temido
reite,andar de
außerirdische,estrangeiro
ehemaliger,antigo
radar,radar
gestattet,permitido
gefecht,batalha
angeschaut,assistido
gedient,servido
pension,pensão
strich,variedade
lippenstift,batom
stab,Haste
außerirdischen,estrangeiro
termine,Eventos
maler,pintor
verweigert,recusou
boxer,boxer
vorteile,vantagens
ausstellung,exibição
tragisch,trágico
rasch,rápido
oberste,principal
polizistin,policial
windeln,fraldas
detroit,Detroit
arizona,Arizona
universums,universo
aufheben,elevador
narben,cicatriz
fleißig,trabalha duro
freizeit,tempo de lazer
elegant,elegante
dolch,punhal
sloan,Sloan
eindringen,penetração
auszeit,tempo esgotado
internationalen,internacional
fielen,caiu
weggeworfen,jogar fora
vergeuden,desperdício
blätter,folhas
blass,pálido
konzept,conceito
look,olhar
keineswegs,de maneira alguma
faden,fio
kleinste,Menor
geschrien,gritar
ertrunken,afogado
blase,bexiga
treffpunkt,ponto de encontro
schrift,escrita
mathe,Matemáticas
royal,real
evelyn,Evelyn
britische,Britânico
körperlich,fisicamente
konzentration,concentração
schaltet,comuta
draht,arame
at,no
älteste,mais antigo
höhere,mais alto
gerannt,lançou
tower,torre
gedrückt,depressivo
reinigung,limpeza
fordert,demandas
ideale,ideal
stiehlt,roubar
money,dinheiro
eiern,ovo
dritter,terceiro
züge,Trens
optionen,opções
ge,ge
roland,Roland
ersticken,sufocar
farmer,agricultor
batterie,bateria
obst,fruta
badewanne,banheira
manches,algumas coisas
droge,medicamento
übertragung,transmissão
enge,aperto
nickerchen,sesta
juhu,Juhu
cora,Cora
lungen,pulmão
öffnete,aberto
abschneiden,cortar
valentine,namorados
hierbei,aqui
sorgst,preocupar
phillip,Phillip
schaffte,gerenciou
omar,OMAR
anfänger,Principiante
gen,gene
ungerecht,injusto
reue,arrependimento
two,dois
rhythmus,ritmo
kündige,desistir
mitgehen,acompanhar
siegel,selo
moore,pântano
stechen,facada
baue,construir
prostituierte,prostituta
heller,mais brilhante
umgehend,imediatamente
hoffnungslos,sem esperança
checken,verificar
drücke,imprensa
wong,Wong
merkwürdige,estranho
valley,vale
brandy,conhaque
gelbe,amarelo
nützen,tirar proveito de
venedig,Veneza
gideon,Gideon
lernten,aprendido
benimmt,abordado
georg,Georg
mächtiger,poderoso
genutzt,usado
verzieh,perdoar
schüssel,tigela
dreckigen,sujo
wiegt,pesar
kg,kg
abraham,Abraão
seltsamer,estranho
hiervon,a partir disso
beraten,conselho
schienen,trilhos
wirkliche,real
träumt,sonhadores
versprech,promessa
ideal,ideal
norma,Norma
sire,pai
marschieren,marchar
mitbewohner,colega de quarto
verlobung,noivado
mio.,Mio.
funken,fagulha
gleichfalls,o mesmo para você
geringsten,o menor
empfange,receber
führten,liderado
ex-frau,ex-mulher
gelben,amarelo
lach,rindo
vereinbart,acordado
kimmy,Kimmy
prügel,palmada
läuten,anel
anzugreifen,ataque
balkon,sacada
fran,Fran
flüchten,fugir
umkehren,voltar atrás
ansieht,olhando para
rechtfertigen,justificar
belügen,mentira
verdächtigt,suspeito
begannen,começou
snow,neve
oskar,Oskar
englischen,Inglês
inspiriert,inspirado
murray,Murray
shirt,camisa
erlaube,permitir
ertrinken,afogar
sorgfältig,com cuidado
spuck,saliva
eingetroffen,chegado
chang,Chang
lynette,Lynette
feine,multar
home,lar
grosse,tamanho
schickten,enviado
überreste,restos
how,como
garantiere,garantias
unerträglich,insuportável
vorerst,por agora
yale,Yale
verirrt,perdido
überstanden,sobreviveu
harriet,Harriet
liga,liga
wertlos,inútil
marvin,Marvin
gottverdammt,Maldito
gesammelt,coletado
kanntest,conhecido
bezeichnet,designada
beantworte,responder
baltimore,Baltimore
shirley,Shirley
connie,Connie
netzwerk,rede
moses,Moisés
entstehen,desenvolver
ingalls,Ingalls
lauten,anel
fasziniert,Encantado
tvuser,TVUSER
ehrliche,honesto
akademie,Academia
grünes,verde
branche,indústria
rudy,Rudy
soße,molho
situationen,situações
entführer,Sequestrador
ewigen,eterno
erzeugt,gerado
fünften,quinto
dtv,Dtv
registriert,registrado
basketball,basquetebol
abgesetzt,interrompido
irgendwelchen,alguns
vorsitzender,presidente
bedürfnisse,precisa
suite,suíte
mhm-hm,MHM-MM
regieren,governo
barkeeper,barkeeper
ausgemacht,desligado
fritz,Fritz
dateien,arquivos
dixon,Dixon
gegründet,fundado
wolke,nuvem
wall,parede
umgang,manuseio
schenk,presente
festen,empresa
erziehung,Educação
agentin,agente
marines,fuzileiros navais
hasen,Coelhos
institut,instituto
mittleren,meio
hingerichtet,executado
lenken,para dirigir
angewiesen,dependente
überlebende,sobrevivente
bass,baixo
pearl,pérola
lahm,muito ruim
basiert,é baseado
rasieren,depilar
angeordnet,arranjado
gewalttätig,violento
untergang,queda
flach,plano
autogramm,autógrafo
schwule,gay
kompanie,empresa
casino,cassino
solches,tal
sackgasse,fim da linha
einbrecher,Housebreaker
stehenbleiben,parar
erwartungen,expectativas
flüssigkeit,líquido
erraten,adivinhar
verkaufst,vendido
vorsprung,começar na frente
zahlst,pagar
verkäufer,vendedor
zukommen,pegar
abdrücke,impressões
kurve,Curva
kämpfst,lutar
les,Les
verziehen,perdoar
invasion,invasão
pissen,xixi
klarer,mais claro
herrschen,governar
prince,Principe
zylonen,Cylons
donnie,Donnie
giles,Giles
outfit,roupa
prinzipien,princípios
rühr,mexer
entzückend,delicioso
reinen,puro
drecksack,bolsa suja
frischen,Atualizar
corabeth,Corabeth
höhepunkt,Clímax
elsa,Elsa
geduldig,paciente
rio,Rio
pest,praga
wenigsten,ao menos
beschwert,reclamou
natürliche,natural
erzeugen,gerar
fürchterlich,Terrível
veröffentlichen,publicar
tvuser.de,tvUser.de
wunderbares,maravilhoso
isaac,Isaac
unglücklicherweise,Infelizmente
ratschläge,conselhos
erstickt,sufocado
vagina,vagina
scharfe,dureza
nutten,prostituta
äpfel,Maçãs
zoll,alfândega
region,região
zuliebe,por causa de
riefen,gritar
wachmann,Guardsman
gipfel,cume
geübt,praticado
d.j.,D.J.
jammer,miséria
lädt,carregar
galerie,galeria
enkelin,neta
mönch,monge
tinte,tinta
journalist,jornalista
glückspilz,pessoa de sorte
platzen,explodido
ego,ego
reinste,Purest
news,notícias
aspirin,aspirina
right,certo
andre,outro
früchte,fruta
bart.,barba.
gewähren,conceder
prophezeiung,profecia
winzig,pequeno
light,luz
tonnen,Toneladas métricas
lizenz,licença
maßnahmen,medidas
ermittelt,determinado
stufen,estágios
w,C
joy,alegria
lüg,arrastar
who,QUEM
student,estudante universitário
absetzen,derrubar
schwindel,tontura
national,nacional
fanny,Fanny
vorgeschlagen,proposto
arbeitslos,desempregado
borg,Borg
getränke,bebidas
ick,Ick
joyce,Joyce
änderte,mudado
philadelphia,Filadélfia
pfoten,patas
ausländer,estrangeiro
häng,pendurado
clyde,Clyde
kalender,calendário
isabelle,Isabelle
hannibal,canibal
brüdern,irmãos
überstunden,ao longo do tempo
angehört,listado
langweilen,entediar
deutet,interpretar
griffin,pegada
friseur,barbeiro
oberen,principal
fertigmachen,prepare-se
they,todos
teure,caro
silas,Silas
gedroht,ameaçado
ana,Ana
ermordung,assassinato
maura,Bricklay
komischen,estranho
bestimmtes,certo
diskret,discreto
kriechen,arrastar
weißes,branco
luthor,Luthor
hinüber,sobre
zauberei,feitiçaria
wünschst,desejar
nadia,Nadia
biss,morder
komischer,estranho
hotelzimmer,Quarto de hotel
delta,delta
chinesischen,chinês
beängstigend,apavorante
hills,Colinas
quentin,Quentin
frequenz,frequência
vorhast,pretende
tödliche,fatal
summer,Caminhante
verband,Associação
gebucht,reservado
investieren,investir
website,local na rede Internet
diät,dieta
benimm,comportar-se
vergangenen,passado
rodney,Rodney
verbringe,gastar
zukünftige,futuro
kong,Kong
ehemalige,antigo
chff,Chff
aufklären,iluminar
kämen,vir
unauffällig,discreto
gefälscht,falso
geier,abutre
anschuldigungen,acusações
sal,sal
restlichen,restante
tomaten,tomates
gonna,vai
philosophie,filosofia
liebten,amado
programmiert,programado
shawn,Shawn
festgestellt,estabelecido
fällig,devido
kneipe,bar
bezahlst,pago
beende,terminar
fehlst,falhar
vornehmen,fazer
sumpf,pântano
apotheke,farmacia
internationale,internacional
liefert,entrega
wehen,soprar
bastarde,BASTARDE
erstochen,esfaqueado
schiffes,enviar
manuel,Manuel
nördlich,norte
american,americano
körpers,corpo
schal,lenço
anklagen,acusar
schlagt,bater
entscheidest,decidir
sammelt,coletado
gegenzug,voltar
vorzubereiten,preparar
enttäuschung,desapontamento
unterkunft,alojamento
freilassen,libertar
grau,Cinza
hunt,caçar
verlobter,noiva
niere,rim
kratzen,arranhar
altar,altar
erstaunt,atônito
d.c.,D.C.
ausbruch,surto
tuch,pano
fahne,bandeira
beleidigung,um insulto
bedeutete,significou
verhält,comportar-se
unheimliche,apavorante
unsterblich,imortal
hohes,alto
evakuieren,evacuar
produziert,produzido
nachfolger,sucessor
blicke,olhar
vorschläge,sugestões
chauffeur,motorista
englische,Inglês
ironie,ironia
ausreichend,suficiente
hit,bater
anderthalb,um e meio
erlösung,salvação
käfer,Besouro
küsschen,Peck
eugene,Eugene
auslöschen,destrua
ihretwegen,por causa deles
limonade,limonada
hedley,Hedley
billige,barato
tequila,Tequila
schlachtfeld,campo de batalha
knight,cavaleiro
gemäß,de acordo com
angreifer,atacante
hingegangen,perdido
dns,Dns
zero,zero
liefen,caminhou
schale,casca
restaurants,restaurantes
ausfindig,localizado
mills,Mills
angriffe,ataque
rotes,vermelho
percy,Percy
modernen,moderno
motto,lema
eintritt,entrada
bh,sutiã
betroffen,afetado
misstrauisch,suspeito
verwirrend,confuso
kapelle,capela
starkes,forte
brick,tijolo
gebetet,orou
einrichten,fornecer
ausnutzen,usar
kinn,queixo
frisches,frescor
quatschen,bater papo
automatisch,automaticamente
chad,Chade
körperverletzung,Caos
spritzen,Spray
einwohner,residente
renn,piloto
pink,rosa
chen,Chen
gezeichnet,retirou
anständige,decente
steif,duro
rekord,registro
durchgeknallt,louco
foltern,tortura
erspart,salvou
kuba,Cuba
bräuchten,precisar
überdosis,overdose
armband,pulseira
bert,Bert
adoptiert,adotado
komplizen,cúmplice
ehemaligen,antigo
department,departamento
einschalten,ligar
handschrift,manuscrito
ältesten,mais antigo
assistenten,assistente
großartigen,ótimo
männlich,masculino
übernimmst,assumir
übrigen,no outro
klaviermusik,música de piano
ash,Cinzas
viktor,Viktor
judith,Judith
gemietet,alugado
mischung,mistura
luxus,luxo
schwung,balanço
vicky,Vicky
hochgehen,ir para cima
wegtreten,Afaste -se
stargate,Stargate
carlo,Carlo
beherrscht,controlada
grippe,gripe
informanten,informante
mm-hmm,mm-mmm
hülle,cobertura
side,lado
floh,escapou
kit,kit
fitz,Fitz
nudeln,massa
schaf,ovelha
uhrzeit,tempo
zigarre,charuto
tänzerin,dançarino
einkaufszentrum,Centro de compras
vollmond,lua cheia
mexikaner,mexicano
piepst,bip
gestoppt,parou
gray,cinza
eingerichtet,mobiliado
umarmung,abraço
rohr,cano
batterien,baterias
ella,Ella
spende,doação
julius,Julius
mumm,mamãe
gans,ganso
leuchten,brilhar
alien,estrangeiro
dom,catedral
geriet,rasgado
unterzeichnet,assinado
operationen,operações
schütteln,sacudir
vermissten,ausente
angespannt,tenso
folgenden,a seguir
fantastische,fantástico
fies,nojento
warp,urdidura
heilt,cura
auswirkungen,efeitos
geschlecht,gênero
buchhalter,Contador
drache,Dragão
computerlogbuch,Diário de bordo do computador
deuten,interpretar
bildung,Educação
aufbewahrt,mantido
persönlicher,pessoal
erpresst,chantageado
sang,cantou
hinbringen,trazer para baixo
amerikanischer,americano
üble,rebite
einfaches,simples
angesetzt,agendado
mmm,mmm
hudson,Hudson
josef,Joseph
reagan,Reagan
volltreffer,bala
jonah,Jonah
totaler,total
robinson,Robinson
zustößt,esbarrado
herrschaft,dominação
verhören,interrogar
unverzüglich,imediatamente
christina,Christina
bemüht,noivo
aufgefunden,encontrado
unfähig,impossível
stellten,colocar
mi,mi
ursprünglich,originalmente
distanz,distância
rufus,reputação
verheimlichen,esconder
verstorben,morto
göttern,Deuses
hunden,cães
letztens,recentemente
jasper,jaspe
napoleon,Napoleão
joshua,Joshua
billigen,apreciar
verschont,poupado
rendezvous,data
empfehlung,recomendação
handgelenk,pulso
boten,mensageiro
unterzeichnen,sinal
belasten,fardo
speziellen,especial
literatur,literatura
landete,pousado
gelangt,alcançado
cooler,resfriador
quer,cruzar
satelliten,satélite
triff,agitação e agitação
analysieren,analisar
zuhälter,cafetão
zutiefst,profundamente
geleitet,liderado
schlachten,Açougueiro
angestellte,funcionário
gestalten,projeto
köpfen,cabeça
stipendium,bolsa de estudos
illegale,ilegal
vergiften,tóxico
here,aqui
feiert,célebre
bewundern,admirar
herbert,Herbert
furchtbaren,Terrível
hüfte,quadris
involviert,envolvido
wurf,lixo
maschinenraum,sala de máquinas
inspiration,inspiração
ohio,Ohio
samen,semente
hinterhalt,emboscada
gewahrsam,custódia
schweres,forte
einatmen,respire
zurückhalten,espera um pouco
schlampen,vagabunda
parfüm,Perfume
präsidentin,Presidente
abe,Abh
entlassung,demissão
todesstrafe,pena de morte
ausgebrochen,estourado
wegfahren,afaste -se
sultan,sultão
hauch,dica
abstellen,desligar
pornos,pornô
erklärte,explicado
produzieren,para produzir
müller,moleiro
gehängt,pendurado
weinte,gritou
routine,rotina
merci,Merci
nellie,Nellie
xander,Xander
schneid,corte
kluge,sábio
heart,Coração
ländern,países
bevorzuge,preferir
ctu,CTU
umkreis,raio
beschwerden,queixas
teufels,diabo
brooke,Brooke
genehmigt,aprovado
bildern,fotos
scheißen,merda
schenkte,presente
erschlagen,Arrasar
irland,Irlanda
yard,quintal
journalisten,jornalistas
fände,encontrar
zurückkomme,voltar
ärmel,manga
fließen,fluxo
arabisch,árabe
verfolge,perseguindo
juckt,pruriginoso
männliche,macho
klingonen,Klingon
zerrissen,rasgado
tausch,intercâmbio
schlaganfall,AVC
johannes,John
popcorn,Pipoca
gärtner,jardineiro
bläst,soprar
jet,jato
chester,Chester
garantie,garantia
ändere,mudar
jessie,Jessie
anstand,decência
power,poder
junkie,viciado em viciado
vati,pai
topf,Panela
packe,pacote
knöpfe,Botões
aussehe,olhar
verabschiedet,adotado
bedürfnis,requerimento
nähen,costurar
sprecher,palestrante
chemie,química
hinweisen,Pistas
stumm,mudo
zusammenhalten,Segure -se
geradezu,quase
mitzunehmen,leve com voce
weite,ampliação
lori,Lori
rippen,costela
kühl,legal
dahinten,ali atrás
techniker,técnico
abel,Abel
betet,rezar
beachten,observar
baute,construído
bonjour,Bom dia
schecks,Verificações
ausgabe,saída
boyd,Boyd
vermasseln,MUCK UP
nötige,necessário
südlich,sulista
gramm,grama
laken,folha
bildet,formas
bewahre,cuidado
leises,quieto
g.,G.
lastwagen,caminhão
kritik,crítica
stürzte,caiu
behält,manter
sofern,oferecido
vermisste,ausente
entsetzlich,Terrível
francine,Francine
ermittler,investigador
nikki,Nikki
aufgestanden,acordei
fälschung,falso
visiontext,Texto da visão
abschnitt,seção
hausarrest,prisão domiciliar
sensibel,confidencial
album,álbum
lebewesen,Criatura
lösegeld,resgate
verwechselt,equivocado
prügeln,bater
regnen,chuva
weichen,macio
point,apontar
pussy,bichano
anvertrauen,confiar
ollie,Ollie
kuppel,cúpula
verließen,deixar
jakob,Jacob
besuchte,visitado
gewerkschaft,Sindicato
herhören,ouvir
vorbeigekommen,passado
stärken,fortalecer
hinzu,além disso
wrack,naufrágio
knarren,ranger
treibstoff,combustível
signale,sinais
nachkommen,Progeny
hoppla,Opa
verborgen,escondido
belegt,comprovado
babylon,Babilônia
waisenhaus,orfanato
brasilien,Brasil
bitteschön,Sim por favor?
wurmloch,buraco
alters,idade
deb,Deb
fee,fada
milton,Milton
quarantäne,quarentena
kommunisten,comunista
stiftung,"Fundação, doação"
milo,Milo
gestapo,Gestapo
verreisen,viagem
halleluja,Aleluia
süchtig,viciado
jammern,lamentar
hofft,esperanças
wertvolle,de valor
maulwurf,verruga
konflikt,conflito
turnier,concorrência
gebacken,cozido
rauszufinden,descobrir
taube,pomba
mais,Milho
nüsse,nozes
trieb,dirigir
eigenschaften,características
feder,pena
sänger,cantor
elias,Elias
dessert,sobremesa
rathaus,prefeitura
drohungen,ameaças
bewirken,causa
mörderin,assassino
u,você
edith,Edith
wanne,banheira
durchkommen,atravessar
reid,derramando
mandy,Mandy
vertraute,familiar
schätzt,estimativas
freuden,alegria
dauer,duração
regt,mexendo
verbessert,melhorou
unerwartet,inesperadamente
drogendealer,Traficante de drogas
gefährlichen,perigoso
fach,Assunto acadêmico
verdanke,dever
wohnungen,Apartamentos
commissioner,comissário
cross,cruzar
kragen,colarinho
schwachen,fraquezas
mercedes,Mercedes
klirren,clink
valentinstag,Dia dos Namorados
anstelle,em vez de
plane,planos
reizende,amável
höheren,mais alto
markiert,marcado
ehrenwort,palavra de honra
cheers,saúde
schlamm,lama
wälder,florestas
diner,o jantar
handlung,Ação
costa,Costa
versauen,bagunçar
klassiker,clássico
stange,pólo
empfohlen,recomendado
cynthia,Cynthia
gaby,Gaby
rauswerfen,expulsar
mechaniker,mecânico
beichten,confessar
abkürzung,abreviação
professionell,profissional
begräbnis,funeral
verführen,seduzir
meinerseits,na minha parte
valerie,Valerie
françois,François
magischen,mágico
ellis,Ellis
dienstmädchen,empregada doméstica
chirurg,cirurgião
wal,baleia
paare,casais
center,Centro
sähe,seria
aufgemacht,abrir
leide,sofrer
amüsant,divertido
obersten,principal
fletcher,Fletcher
gerührt,tocado
schwänze,caudas
chffff,Chffff
note,nota
datei,arquivo
zugleich,simultaneamente
nackte,nu
doppelten,duplicado
bewundert,admirado
dimension,dimensão
quere,quere
wecker,despertador
entstanden,desenvolvido
kreischen,gritar
vivian,Vivian
läden,lojas
ios,iOS
lobby,salão
umgezogen,mudou -se
